시간대구분,행정동코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
4,11530740,32523.3295,1228.7769,561.0858,750.4401,745.8237,968.2549,1210.344,1504.284,1300.7464,1352.8085,1288.7829,1266.6807,1076.2144,801.4278,1646.6817,967.5802,478.5546,687.7558,941.3929,1051.3348,1400.4343,1394.864,1096.4744,1296.0273,1148.5658,1477.5581,1206.2866,1010.1276,2664.0207
4,11530720,24548.0058,572.9704,344.4057,737.94,752.1457,829.9916,909.2968,1166.2641,913.023,1070.9274,1020.6877,962.1911,778.0913,578.2636,1110.1445,856.802,456.8322,734.9037,823.4859,838.2707,1007.8227,1134.5975,808.0728,1043.2356,1037.9566,1029.7715,870.8114,664.9016,1494.1995
4,11545670,27436.6637,896.0627,420.8288,559.0251,635.1256,1073.5208,1122.4426,1227.5816,1234.9618,1155.8309,1097.4608,1192.519,964.8568,558.9141,1110.4792,793.4477,369.1194,558.994,696.2384,1242.8657,1101.6275,1207.5841,1039.027,1078.7006,1081.5118,1281.4745,1008.2613,754.4574,1973.7462
4,11530790,22194.6839,732.2518,388.3661,561.018,535.1554,696.9492,629.2988,854.4645,847.9068,956.2571,776.0117,708.0918,771.5393,490.5922,940.2011,1093.2201,471.1629,642.9067,576.8609,646.2368,811.0074,902.6382,745.1055,1123.2078,875.539,1049.4686,1023.875,657.9747,1687.3768
4,11545690,8880.5131,320.4574,159.7726,182.4748,161.03,292.9464,298.4144,380.5155,339.6575,395.0776,433.6747,361.1086,328.3759,233.1415,485.3908,230.083,113.6142,225.8862,240.8508,261.77,261.7693,389.6203,317.8786,384.3915,334.898,424.3048,372.334,292.2831,658.7906
4,11560540,54945.3602,1973.4411,952.8237,1158.5025,1026.2865,1603.4091,2153.8348,3136.4248,3117.2682,3182.4763,2690.1202,2163.9791,1487.8156,1099.9239,2257.4149,1983.8839,894.3624,1082.5452,1249.742,1975.05,1934.1697,2742.7623,2478.8109,2514.8504,1887.3414,1987.7545,1660.2091,1233.7094,3316.4463
4,11560560,36461.5072,1339.7513,491.4177,662.9699,856.3214,1774.6758,2093.1654,2029.6046,1461.8649,1504.4854,1141.2921,1025.3324,818.581,563.8628,1183.421,1268.5568,482.9577,656.8676,1455.7162,2756.8497,2427.0177,2209.1952,1546.2269,1403.703,1035.9345,1103.6312,837.8683,660.5568,1669.6786
4,11560605,32364.45,1499.6962,659.3983,726.0779,609.9029,919.9372,1108.8582,1689.487,1795.7603,1705.3367,1301.6504,1000.1359,829.0228,576.8263,1233.3579,1224.576,533.331,597.5078,875.5853,1155.5705,1520.3472,1898.6278,1629.1202,1501.9913,1115.5666,1132.1725,792.4314,795.4136,1936.7588
4,11560690,20498.9476,910.9682,451.2179,531.4324,566.5022,701.7217,603.0908,971.936,834.554,832.7171,667.5414,733.7688,536.5336,347.7081,730.9015,1107.742,474.3184,432.0881,648.0151,783.9208,810.7715,1113.5163,844.6969,878.465,849.9395,834.7274,674.3636,462.7359,1163.0529
4,11560680,19965.6888,560.2515,269.6264,411.0725,553.3444,773.3974,713.7483,933.8684,916.6924,855.4467,724.7107,758.6449,536.2451,385.4298,737.0812,984.531,413.0783,415.4112,637.465,891.5602,868.9404,975.4405,843.8625,890.2697,670.5172,843.6956,734.6259,482.3153,1184.4164
4,11590640,22025.3343,982.3748,419.0356,564.0754,454.1835,692.8295,717.5986,946.7689,855.5711,853.8229,796.7512,771.8839,585.7331,509.9654,1090.4611,856.7337,340.2128,507.0336,751.8219,833.9277,806.5991,1105.6999,864.4304,893.8221,814.9321,871.5878,821.1998,656.6032,1659.6762
4,11740600,33822.146,1262.422,611.5495,799.4124,855.566,1128.0647,1213.2434,1371.5643,1326.9152,1305.5265,1229.1207,1331.6192,1093.6212,854.1802,1430.8346,1143.56,552.8479,781.8786,1046.8558,1145.1947,1215.8032,1633.675,1224.5623,1444.9131,1330.9363,1522.8563,1270.1592,1102.3367,2592.9286
4,11590680,22505.0932,857.0467,456.675,582.1592,729.4632,945.1963,933.3713,967.7929,782.5544,1005.6737,729.4701,605.1839,546.7098,410.3024,931.7945,751.5025,370.3422,499.1754,942.6913,1287.8734,1067.2063,911.0796,946.8075,951.5378,820.4783,825.644,702.1641,536.8069,1408.3913
4,11620565,25104.9176,1005.9001,590.1853,786.0436,826.5937,830.4363,774.6049,1006.8975,1013.8426,1169.4071,1029.3455,868.2361,633.4064,429.6555,1009.2822,938.6363,554.4548,574.8261,762.1985,899.4635,914.2498,971.9558,1039.4794,1199.7434,1045.965,910.2683,727.1773,706.7204,1885.9433
4,11590620,27123.6881,720.3223,279.7371,389.8332,938.0272,1826.9224,1525.11,1297.5965,1099.14,1057.3885,801.9492,842.3035,657.3458,501.7325,949.8821,511.3431,186.5223,372.0065,1171.8937,2149.7967,1539.3041,1415.0419,1024.3634,928.912,766.5295,985.6439,901.1846,684.6033,1599.2527
4,11620630,23683.923,1007.3293,300.3034,411.7076,1231.1524,1325.9236,1241.7058,1128.5471,744.4193,841.9557,769.9618,714.9656,587.5445,493.7299,1049.621,862.2596,271.4764,388.372,977.9763,1365.6318,1137.7732,887.3661,820.8642,794.5959,830.7517,848.2505,790.2615,564.0534,1295.4232
4,11620545,14935.7799,659.6165,259.2179,363.2909,431.513,399.6789,501.1818,639.6158,721.8093,665.6759,542.312,525.77,369.381,253.3878,696.333,700.3305,265.7013,316.3908,430.5023,472.1968,556.6292,812.8868,635.5735,668.291,479.8019,573.1951,488.6746,405.4765,1101.3443
4,11620605,30922.6349,987.7215,449.5525,583.251,773.6384,1614.2076,1485.0785,1437.0439,1238.8425,1413.1035,1119.2728,949.7963,769.5009,514.6655,1255.7783,1022.7248,521.2586,767.8709,1264.5186,1786.9127,1285.5873,1326.2308,1138.5566,1300.6857,1047.4524,1061.415,1037.1909,803.8234,1966.9564
4,11650530,43278.9642,1052.6059,667.3464,1261.8371,1303.295,1580.1988,1872.4019,2202.8355,1874.9613,2422.3902,2018.5054,1595.608,1014.7802,784.053,1624.862,1102.6016,615.4629,1048.1016,1735.3394,2152.3045,2016.1477,2211.2971,1893.2623,1967.328,1724.2813,1425.6688,1142.2446,839.8414,2129.4033
4,11620715,12837.9525,592.1376,290.6726,342.4933,228.0674,325.4542,349.1561,437.7888,459.2067,715.9314,582.4055,520.3428,346.3657,299.1074,564.8706,670.5686,316.8247,338.3067,347.9113,266.8092,366.6178,481.3525,562.5779,684.9814,554.495,540.2799,426.5955,377.6922,848.9393
4,11620695,30202.1936,323.1911,106.9631,398.7243,1655.3214,3464.1998,2730.7347,1840.3403,1150.4995,1017.1931,895.945,660.9113,461.6045,326.7826,664.125,266.789,97.2023,391.4372,2536.3779,3450.5646,1877.5785,1189.525,789.2244,706.6857,603.2631,546.1246,468.8098,436.3721,1145.7031
4,11650550,2912.6743,59.3925,80.1532,101.1209,331.3207,123.1922,60.2425,82.5062,93.5996,219.7146,155.3535,78.8846,71.2366,45.6895,82.7433,76.8213,107.1875,113.0534,50.8346,50.8289,55.8429,110.7127,80.587,188.1198,106.0372,99.004,84.0462,51.5875,152.8624
4,11650621,26329.0965,1057.3208,695.5781,822.501,568.7566,770.0298,741.4065,960.252,947.9994,1387.422,972.9617,815.9118,709.7736,424.9468,973.0259,1094.1342,762.3512,892.437,748.8964,930.1886,1012.7339,1208.0028,1313.1088,1387.9558,1022.8029,1031.699,813.1494,605.4926,1658.2596
4,11710532,20209.8956,637.9635,407.7516,549.7945,463.6643,509.4138,598.3285,924.0849,948.9147,699.6341,779.1831,734.6598,585.7921,453.9591,1018.013,744.9395,380.3002,443.9476,562.0697,491.7415,772.1538,949.7844,834.1827,952.6772,826.7097,905.3335,787.6176,693.837,1553.4439
4,11620775,18745.0891,545.5246,322.355,475.3481,480.3382,696.811,726.2164,691.901,823.963,832.4123,730.8969,729.5993,563.8373,376.1367,918.6497,516.8521,259.8473,409.8264,696.3777,754.7568,712.6871,764.2383,618.7911,739.1861,671.3391,843.0658,737.1365,580.535,1526.4598
4,11560515,19059.4048,406.7766,155.223,300.167,487.0768,1047.1322,994.7329,1030.2789,815.3203,873.3197,709.9205,805.7142,595.0077,462.3078,773.06,429.7391,155.9973,307.9982,728.6873,1139.8397,872.2052,928.1003,706.0781,670.1707,688.7608,800.1483,630.4366,455.4263,1089.7772
4,11650652,27582.0741,1103.2754,461.9966,483.2438,611.7355,1287.1362,1421.8758,1658.3035,1466.1336,1518.6628,1275.9574,1066.6627,798.581,521.5313,806.858,812.96,354.5504,473.4444,674.4501,1256.266,1195.1552,1322.877,1254.5598,1196.5306,958.107,971.214,799.8141,578.9509,1251.2424
4,11650651,45760.7667,3098.9152,1101.112,997.4832,839.449,1384.9538,1651.036,1982.5752,1978.2522,2307.8406,1745.3223,1434.805,1051.0998,826.7736,1682.3733,2487.8421,974.8673,1230.6135,1059.2369,1381.9688,1540.1038,1914.6274,1954.3534,2221.5635,1642.4636,1557.6934,1419.6988,1191.9493,3101.7924
4,11740610,43161.8827,1624.4527,726.2267,837.3657,997.4343,1617.3481,1729.5827,1954.7248,1784.9707,1675.9125,1611.7134,1727.7596,1412.8565,1039.2897,1912.8983,1206.3211,552.6104,755.0592,1260.4627,1958.0825,1949.549,1973.1274,1614.0461,1654.912,1599.7377,1854.3995,1778.4765,1254.6162,3097.9477
4,11710531,13013.1199,395.6964,279.3147,402.0194,297.2836,466.546,449.0456,456.0974,523.6586,501.9705,590.1163,501.4873,399.195,307.9388,622.7382,387.396,246.3491,281.5614,353.6036,432.3851,497.4212,607.4051,420.2895,549.0292,592.6902,611.7429,492.2314,434.7707,913.136
4,11680730,13806.735,317.1351,222.7495,350.7417,358.8226,501.6011,498.2466,581.6472,531.2687,692.4149,460.4354,495.6787,436.1711,338.7555,686.1112,321.5145,176.505,334.469,495.5937,592.9838,552.1386,607.257,513.236,612.6687,486.2841,525.8468,494.4265,526.0149,1096.0182
4,11710520,30885.0832,1312.3178,620.5984,864.7573,601.143,881.8228,892.2742,1279.874,1174.7748,1368.7737,1165.0547,1111.2032,810.1198,675.651,1289.0538,1204.2139,609.6391,790.0826,1077.8915,1339.6685,1191.0806,1418.2049,1248.9174,1466.0146,1205.6799,1171.0456,1187.7288,894.6069,2032.8882
4,11710631,33695.7848,1432.5332,716.2666,743.8654,512.1605,833.2673,1223.7852,1771.4405,2025.4707,1833.958,1525.7855,1514.5596,1155.4752,838.3518,1261.7652,1204.4615,729.9767,783.2323,654.2071,906.4111,1323.8007,1876.3982,1576.9254,1297.356,1075.3511,1240.34,1175.9816,886.3472,1576.3112
4,11710610,33382.6552,1286.5559,623.476,743.1694,711.5182,1422.2304,1660.5891,1725.1246,1384.6429,1316.482,1023.4999,1049.5785,780.0342,523.92,966.9337,1040.8512,481.3444,592.8029,1020.4423,1923.2049,2034.4592,1969.9835,1577.4441,1470.3132,1174.5468,1171.9025,1090.4095,731.0476,1886.1461
4,11710562,34513.1724,936.5472,369.6904,697.9979,1033.1968,1747.1907,1918.3007,2195.9024,1517.6714,1316.5009,1178.2595,995.751,737.2009,617.5448,1080.1873,646.6796,260.8302,587.9656,1439.9693,2288.4108,2214.2382,2150.8579,1354.9664,1331.818,1206.9787,1132.3089,1065.1608,782.8396,1708.2064
4,11710590,20004.4544,834.0062,455.9825,620.1708,549.0513,521.1887,622.3844,781.4566,804.368,851.6693,680.4738,656.5034,525.7633,426.5856,853.4127,750.6235,414.6474,629.1607,565.8694,718.0002,768.3778,931.8784,864.8689,882.8404,796.6354,832.9662,749.4054,566.2053,1349.958
4,11740590,15234.023,1073.6238,501.8033,417.2234,302.2013,291.9231,348.9541,585.8452,607.0018,732.122,541.4153,481.2393,384.4297,284.5308,573.1714,1099.68,480.8037,429.4924,427.3154,393.3751,395.7151,705.7261,803.8105,673.0246,524.9143,519.204,464.0244,356.7659,834.6864
4,11740580,16585.8067,705.8307,254.6706,311.9298,378.556,543.4378,555.6282,905.7842,715.9002,735.0869,595.1962,542.5266,474.6434,365.2826,697.7319,645.5561,237.351,335.4862,474.4754,642.4042,718.44,1023.5137,709.9363,698.9078,668.0613,690.3977,507.8054,495.8345,955.4314
4,11710710,22743.1636,780.7219,493.7904,691.5174,491.4449,593.6331,656.4741,881.3737,1174.271,1080.4903,872.4327,797.3196,595.4671,521.4602,1026.5923,840.4708,515.2438,527.364,634.3823,717.0664,623.6951,1118.6337,1141.6136,1051.7867,916.0415,906.2919,807.9972,658.1121,1627.4772
4,11740690,4442.1346,146.5356,111.0589,253.6867,148.6081,130.9583,91.0684,147.4023,144.61,215.6172,192.1174,221.1325,136.0006,121.341,202.1957,111.1115,69.612,132.9981,138.7094,114.3303,83.4254,153.0047,163.0572,208.8828,152.1159,171.6966,155.6221,104.3301,420.9068
4,11650581,35740.465,2024.7962,1153.5196,1383.6484,619.5828,642.9686,718.5881,1222.4751,1627.1561,1960.1911,1569.1311,1152.8712,759.8488,621.7158,1328.6057,1882.1466,1085.7746,1196.5893,778.3353,827.9841,842.6764,1610.174,1992.4117,2056.351,1433.9246,1174.1505,930.8108,920.8825,2223.1545
4,11110680,8860.9685,136.945,92.7693,142.9715,329.6905,300.2679,233.0679,269.0093,293.2644,352.1747,409.1612,511.6439,414.1116,287.4545,437.1973,97.7298,73.0032,105.8065,394.1466,370.1592,235.0233,287.3122,227.7243,288.2646,418.1778,611.3562,410.6243,336.0408,795.8709
4,11440585,16488.4805,502.0868,248.0321,342.3052,373.6411,495.7985,633.8297,861.2231,631.5213,797.3166,526.0095,594.2167,484.0535,351.8492,688.5014,643.6411,282.2183,370.0862,514.3316,719.8515,706.9589,861.1175,676.4093,743.0608,625.1867,632.1364,572.3164,419.5951,1191.185
4,11440700,17387.9568,583.6456,307.4118,398.4477,396.0283,618.5095,735.8285,772.9278,684.7614,751.675,680.7525,560.5558,455.775,245.9181,644.4791,418.4664,267.8854,391.8451,649.8502,826.3674,842.4448,928.55,782.6954,844.7289,825.3708,679.0534,476.8968,410.2181,1206.8667
4,11500560,19100.6203,751.3735,369.4959,475.5636,489.5341,718.3061,711.9989,763.5838,607.6266,793.1026,579.2401,674.8822,589.44,431.3531,884.5121,649.6162,335.0557,471.1065,582.3131,781.9799,822.926,814.0048,785.8559,819.1402,565.1417,805.9236,764.6487,624.9566,1437.938
4,11470580,13643.136,397.3662,203.6503,295.6597,403.3329,460.0437,401.5826,560.7436,573.7049,564.5579,546.2731,628.575,577.0018,401.0189,652.4314,419.7526,202.2639,276.582,362.8536,450.9318,502.6704,638.1862,448.4325,615.6493,473.1954,599.4264,636.417,437.9634,912.87
4,11680670,36619.553,1547.7441,1302.0689,1460.7529,860.0283,779.0126,923.5487,1371.1724,1479.9032,1860.1285,1426.8661,1081.6558,819.294,602.3231,1319.3312,1366.8017,1181.4245,1389.7298,865.3323,860.5756,1336.1037,1755.2882,1989.0132,2120.4843,1383.8045,1365.731,1045.7153,867.0022,2258.7169
4,11740570,32766.0526,1360.4076,707.4881,847.2554,822.7111,1117.5925,1108.1281,1360.6392,1290.7181,1442.2014,1196.8198,1163.1582,985.4293,746.3755,1360.595,1108.1166,581.7619,752.3449,927.9089,1081.9848,1134.472,1543.1171,1186.9597,1602.7078,1362.1027,1446.531,1239.8086,860.2458,2428.4737
4,11710720,10590.7428,333.635,186.1145,299.857,252.4071,274.0871,286.5597,292.5416,348.8236,481.722,403.0437,390.4384,238.6173,233.6124,673.9297,268.6445,228.5481,355.8003,307.8111,371.0222,394.2066,426.4273,475.2094,519.2948,458.1929,464.0792,276.3813,351.9159,997.8198
4,11110690,7149.9128,215.2625,112.2744,168.8858,230.8506,214.8785,179.3101,314.9615,288.7861,298.4583,296.3788,283.1364,274.6056,171.6041,349.5321,236.4242,153.7808,171.598,240.2339,273.9822,291.8712,313.4768,272.1135,260.2398,286.8208,345.3998,270.2141,209.4308,425.4013
4,11680700,51679.0339,4088.4499,1517.5345,1689.0289,995.0413,1086.1704,1471.2295,1945.4431,2175.9654,2216.8677,1524.6541,1401.3664,1153.1745,851.0562,1739.6608,4302.4247,1596.3223,1426.9119,1174.5614,1536.2099,1710.3887,2432.6235,2509.5996,2368.9569,1521.1919,1561.9398,1418.0554,1107.3737,3156.8307
4,11680580,17384.6374,540.6932,318.169,482.9116,444.3506,599.268,723.843,973.4404,968.7527,1097.8412,827.4236,611.2055,487.6769,337.0733,609.1747,548.6172,267.8285,325.9992,351.5053,618.4704,663.4068,959.4276,762.0001,850.6255,622.0688,566.4333,506.7171,426.5909,893.1229
4,11680590,35834.7414,1738.0202,1160.359,1408.6102,886.3216,1092.8423,1263.5273,1556.8599,1727.7597,2282.0418,1529.9064,1190.169,635.0173,407.1545,1003.0603,1086.8624,668.6409,935.0161,1028.3626,1365.8723,1405.5283,1879.3705,1808.196,2175.9356,1447.5771,1078.0866,792.1451,596.179,1685.321
4,11650660,22996.0917,2316.1101,506.9827,505.1755,934.3161,528.8945,492.1672,703.8074,959.192,1053.1551,776.9276,766.796,534.6702,477.3559,835.0574,2320.3704,536.4399,370.0469,322.922,522.3854,600.3637,967.2841,1012.7731,887.6,688.6395,733.6989,680.6183,589.4429,1372.8991
4,11620765,23422.1269,727.4148,386.4399,515.4516,627.0074,1092.185,870.4643,950.3806,939.1424,1009.2757,944.935,723.0636,692.4552,556.5091,985.6628,753.0504,396.5611,527.8064,866.5583,1074.4462,918.1884,1049.1688,787.1138,972.9894,893.7464,955.0929,859.3181,633.0775,1714.6232
4,11620595,42738.816,672.0874,353.2057,756.5262,2370.9993,3846.7665,2735.8767,2002.9132,1361.4172,1307.6785,1228.8129,1032.6652,778.5124,616.4165,1364.4693,520.1936,303.5891,769.0647,3401.4907,4290.0031,2686.282,1818.3217,1151.6797,1223.5443,1096.3106,1117.8747,906.264,885.7994,2140.0501
4,11560585,18590.331,552.9982,216.7371,384.9453,515.6098,710.8004,738.0322,976.9617,767.9937,822.7542,693.6957,724.4229,661.7519,425.3983,821.5721,584.5528,213.1566,263.003,694.9842,766.1576,899.2697,1000.7751,710.6237,658.2224,703.1198,771.7753,670.2848,461.5011,1179.2302
4,11470530,19027.8823,693.1355,333.6667,457.788,521.3193,788.1591,771.23,888.2942,726.2736,755.2585,656.7154,669.8226,528.393,382.1408,720.6847,534.487,236.9001,370.3392,618.1019,799.7988,881.2349,1003.8465,767.1496,853.2001,743.7239,764.4828,702.36,495.49,1363.8848
4,11470560,16325.2829,688.5933,332.6813,269.8336,280.9667,518.5589,524.8936,818.1318,691.9052,714.7875,587.1359,684.6947,605.6657,421.6299,852.9012,400.5512,213.3894,264.1221,423.512,665.9746,616.0315,663.3018,581.1996,604.5297,632.9978,672.2166,616.1336,521.4342,1457.5113
4,11470550,41393.6599,2064.5471,2268.2348,2547.0929,910.1899,656.0963,637.788,873.0793,1476.8844,2337.1952,1681.7645,1392.9338,849.1261,650.7286,1516.0378,1677.5823,1769.2287,2137.3352,1025.733,864.4126,648.4161,1265.1312,2161.8437,2846.5298,1662.726,1327.0579,1029.992,775.1752,2340.799
4,11470540,21053.5393,805.8792,680.0437,1105.7737,614.7396,709.4958,644.2123,602.6351,702.9062,928.1176,843.6948,906.24,472.8605,340.275,677.1001,716.758,587.5837,768.3488,698.0824,701.688,728.4294,685.5058,837.338,1124.4363,986.1988,944.5386,628.0492,466.3144,1146.294
4,11500593,33276.6094,1520.3907,688.389,772.7364,808.1677,1263.0291,1293.6337,1481.7711,1546.0505,1559.0678,1085.3025,1029.7354,775.2705,606.7141,1258.194,1343.4874,617.2781,839.385,1074.0997,1563.2305,1381.0077,1442.6512,1460.3463,1544.026,1099.2055,1218.392,1109.0601,826.2161,2069.7715
4,11500540,54164.1826,1649.0082,589.9703,873.1017,1660.7064,2807.3959,2818.2719,2801.4221,2141.0353,2034.6067,1750.2072,1643.3502,1395.2183,989.187,2294.87,1505.9065,518.6739,715.2619,1960.212,3475.9596,2889.9497,2683.1841,2232.9535,2042.9913,1804.0628,2101.2497,1653.1671,1558.2308,3574.0283
4,11470640,50444.3017,2247.9739,1302.4174,1862.0668,1309.856,1306.7953,1287.5029,1856.1299,1856.5421,2356.9154,1834.6344,1877.3667,1410.6895,1030.6501,1992.5474,2259.1484,1205.3291,1701.605,1473.6446,1397.5147,1652.5058,2011.2607,2044.5102,2443.3278,2064.907,2070.8512,1717.4087,1451.0838,3419.1163
4,11470630,14759.925,572.7817,635.1612,763.8996,367.0219,384.8614,238.7404,410.4174,465.4771,816.7232,656.6062,521.7667,371.0587,231.2476,549.8938,610.7613,636.5808,631.9375,411.9488,343.4629,353.0253,400.6609,687.6584,888.713,646.2677,519.2475,425.095,312.9298,905.9795
4,11410565,28634.8421,607.0171,388.6547,558.5512,774.8367,982.9287,1247.7857,1299.089,1308.7349,1329.3668,1094.7725,935.4194,844.7793,539.0976,1148.3312,696.039,440.3188,968.9822,1355.7927,1428.0434,1277.6213,1437.0189,1210.8221,1183.6789,1056.613,1217.895,863.3632,643.7745,1795.5142
4,11440690,23987.5783,700.0166,344.8002,372.447,809.8442,1057.764,1205.2233,1292.0347,1046.4679,886.3676,740.2519,724.2275,468.9331,336.6166,840.6184,538.4112,283.0214,515.0592,917.3349,1371.9449,1379.5509,1521.0488,1130.2827,1111.5148,779.1182,806.1204,629.9709,539.5107,1639.0745
4,11440720,22176.2088,554.499,316.6179,467.1576,603.2149,936.9435,1021.4349,1026.4567,1012.6667,1098.4156,830.71,553.4037,479.284,299.0126,544.5321,519.6728,286.9358,598.8578,972.4259,1364.2547,1222.2703,1311.1212,1024.5309,1188.8686,866.6408,710.2827,530.4443,507.6734,1327.8799
4,11410555,35985.4056,1768.923,561.8638,550.4631,645.1332,1046.0222,1388.8974,2052.3446,2071.1589,1825.5459,1477.6435,1309.7634,980.9422,594.6774,1017.7454,1544.4798,567.1814,684.3845,1313.8229,1439.6577,1521.2533,2045.6291,1694.4439,1613.4088,1395.3771,1331.6366,990.0911,719.7805,1833.1363
4,11440630,18339.0923,610.3998,315.7243,549.1927,752.5449,886.1451,691.9142,789.6859,766.38,777.5769,704.3226,623.7889,448.87,310.156,567.9883,499.681,263.021,429.9745,840.7024,798.332,626.65,868.5608,826.228,923.2839,758.0499,703.9911,505.0466,411.5946,1089.2859
4,11440730,38730.3052,1197.1495,748.6724,967.9291,1018.6594,1358.1227,1460.7753,1786.4038,1361.5626,1703.7022,1299.6014,1230.7793,933.8528,738.0935,1262.0817,1179.6235,662.6282,949.0187,1745.0689,2381.139,2130.5843,2180.6213,1747.6911,1770.7709,1525.0759,1430.6661,991.2127,775.0454,2193.7752
4,11440590,25252.7202,1173.9157,526.9061,687.6848,535.8387,618.349,816.4192,1068.7793,1181.1288,1317.6924,886.7079,870.6582,575.2569,440.0404,838.6197,1300.7727,565.2291,594.4788,691.1872,801.5082,879.9538,1295.2619,1261.2926,1398.1585,1073.0363,878.0917,750.4278,571.7404,1653.5839
4,11410700,21556.2404,454.7839,246.1671,528.8233,955.8527,796.0287,650.1826,972.6376,862.497,814.5019,705.3968,743.1341,487.0087,401.0176,861.2016,783.0809,445.0766,655.6259,1571.1638,917.7384,784.1476,1070.2618,829.0951,834.7804,808.8557,770.771,595.7871,472.4347,1538.1872
4,11410690,7151.2372,686.5531,210.4049,157.7274,120.4996,134.3652,145.319,280.4279,341.7214,372.2145,237.6925,222.4958,147.3847,136.5621,225.6758,497.0189,151.1205,183.3609,217.1195,201.5707,224.5825,347.6779,378.4258,328.9743,258.9795,238.0167,218.0392,124.1895,363.117
4,11410655,11883.7557,324.6666,160.871,318.6151,289.7015,286.4146,390.9119,463.3784,383.4857,503.6882,434.9447,482.0161,347.4674,246.5205,593.1467,427.838,226.044,348.7284,353.4227,432.5813,379.1763,620.963,419.2554,561.568,552.7745,495.3507,539.518,317.6653,983.0415
4,11380600,29023.0691,813.546,518.1292,613.0745,879.5783,946.4279,988.0468,1232.4153,1253.9845,1357.6112,1056.5936,909.693,807.2602,576.0581,1344.7862,856.0888,503.1172,602.206,1198.2333,1199.2419,1005.1726,1392.8827,1219.5341,1328.812,1163.915,1106.9322,1038.1508,845.9345,2265.6422
4,11380625,44016.1018,1696.1335,770.0455,1024.3358,1275.0003,1425.7453,1424.0157,1530.8886,1673.2475,1869.4006,1666.7637,1606.1734,1256.3785,833.7887,1826.2346,1546.8031,788.8593,1130.2302,1569.9891,1837.9179,1686.0721,1992.9254,1817.976,1862.4392,1803.5044,1979.5367,1604.9873,1180.4448,3336.2637
4,11350670,18615.3501,493.9355,343.1893,548.8378,563.0968,548.9844,445.3209,593.6041,600.065,706.5434,666.7963,763.0623,617.4657,465.5578,1009.3506,581.716,375.5287,556.9577,646.1785,603.8597,498.3924,660.9438,497.294,784.9827,875.2802,927.5152,784.5585,597.2762,1859.0573
4,11740640,24446.8565,831.6012,429.4393,801.0931,558.1447,723.4475,799.5017,1071.5551,920.1938,977.2903,879.6871,772.6848,664.8411,461.8565,1173.5116,950.1296,481.0098,648.7463,724.9011,803.367,899.4704,1129.786,1075.3631,1127.3193,1046.2616,1041.6618,818.5267,736.2994,1899.1662
4,11350621,28762.5022,1020.2175,1508.2826,1996.8096,778.5691,544.6637,423.7193,558.2285,894.3603,1660.0058,1315.917,969.2236,651.1485,441.9978,834.9065,952.8035,1334.8882,1612.7266,923.7972,562.4406,442.5749,886.4867,1367.8588,1886.9315,1399.5137,1048.4733,780.4545,580.2093,1385.2932
4,11710550,16966.4098,577.938,346.7625,317.7258,400.3351,607.9792,590.5953,665.2904,607.9023,703.6078,620.1847,740.0165,667.3905,485.6479,961.9367,471.9295,268.1415,348.6062,432.9296,511.6962,530.3511,718.5838,576.0868,586.1162,700.7335,796.5928,809.4563,576.4189,1345.4548
4,11740560,18954.2681,877.4637,650.8649,584.0029,420.4145,417.5898,493.2366,834.8014,967.7886,1019.1042,679.8871,582.9594,578.7597,397.5483,716.0647,725.9358,529.977,492.0949,412.6544,483.0028,543.9988,1048.8021,918.0695,982.5488,648.4723,735.8611,609.6286,451.4584,1151.278
4,11740515,60593.086,2914.9642,1789.002,2138.7957,1291.58,1384.1186,1377.8389,2760.5094,2832.7696,3042.7193,1946.2751,1870.821,1432.5989,1100.2337,2548.8553,3105.8127,1742.1666,1836.2064,1526.2749,1534.2025,1838.2794,3080.0387,3098.01,2902.645,2164.5104,1951.279,1796.2135,1596.4308,3989.9345
4,11710670,29360.7233,1766.293,1241.3944,1204.9731,538.2357,449.1805,365.998,716.7218,1441.9879,1853.8004,1222.4719,908.6095,432.8826,386.2217,829.7834,1999.3499,1389.7306,1560.4131,769.6355,543.3893,535.9859,1206.4796,1746.2625,1784.9918,1262.5877,847.073,625.7218,506.0577,1224.49
4,11710641,21302.2065,661.8272,343.6745,574.7165,496.2334,803.1924,873.1366,1158.8274,1004.0416,755.8303,617.7924,701.6363,621.4578,450.8803,850.0967,700.6568,350.8111,439.2381,666.7242,922.4115,1024.6553,1011.0428,968.4466,913.7552,792.8308,920.0765,827.6456,615.4656,1235.1038
