"자치구","안심 주소","위도","경도","CCTV 수량","수정 일시"
"강서구","C191035_발산1동(외발산동) 216-23(고정3)","37.5475","126.8241","1","2022-12-01"
"강서구","C191036_발산1동(내발산동) 718-19(고정1)","37.5494","126.8342","1","2022-12-01"
"강서구","C191037 내발산동 644-3  고정1","37.5579","126.8379","1","2022-12-01"
"강서구","C191037 내발산동 644-3  고정2","37.5579","126.8379","1","2022-12-01"
"강서구","C191037 내발산동 644-3  고정3","37.5579","126.8379","1","2022-12-01"
"강서구","C201001(A1049)_방화1동 247-154","37.5683","126.8153","2","2022-12-01"
"강서구","C201001(A1049)_방화1동247-154(보조1) (8시.9시 마곡펠리스)","37.5683","126.8153","1","2022-12-01"
"강서구","C201002(A1050)_방화1동 448-47","37.5747","126.8134","1","2022-12-01"
"강서구","C201003(A1051)_방화1동 493-6","37.5738","126.8069","2","2022-12-01"
"강서구","C201003(A1051)_방화1동 493-6(보조1) (7시 동부센트레빌아파트)","37.5738","126.8069","1","2022-12-01"
"강서구","C201003(A1051)_방화1동 493-6(보조2)","37.5738","126.8069","1","2022-12-01"
"강서구","C201004(A1053)_방화1동 607-170","37.5653","126.8148","2","2022-12-01"
"강서구","C201004(A1053)_방화1동 607-170(보조1) (5시 휴먼하이텔)","37.5653","126.8148","1","2022-12-01"
"강서구","C201005(A1054)_방화1동 608-97","37.5651","126.8157","1","2022-12-01"
"강서구","C201006(A1055)_방화1동 609-92","37.5657","126.8134","2","2022-12-01"
"강서구","C201006(A1055)_방화1동 609-92(보조1) (10시 방화동로)","37.5657","126.8134","1","2022-12-01"
"강서구","C201007(A1057)_방화1동 873","37.5716","126.8154","1","2022-12-01"
"강서구","C201007(A1057)_방화1동 873","37.5717","126.8154","1","2022-12-01"
"강서구","C201007(A1057)_방화1동 873(보조1) (7시 쌈지공원입구)","37.5717","126.8154","1","2022-12-01"
"강서구","C201008(A2021)_방화1동 249-10","37.5692","126.8135","2","2022-12-01"
"강서구","C201009(A4034)_방화1동 575-25","37.5725","126.8128","2","2022-12-01"
"강서구","C201010(A4042)_방화1동 451-15","37.5739","126.8119","2","2022-12-01"
"강서구","C201011(A4043)_방화1동 578-10","37.5724","126.8140","2","2022-12-01"
"강서구","C201011(A4043)_방화1동 578-10(보조1) (8시)","37.5724","126.8140","1","2022-12-01"
"강서구","C201012(A4044)_방화1동 580-43","37.5699","126.8127","2","2022-12-01"
"강서구","C201012(A4044)_방화1동 580-43(보조1) (5시 장수가구)","37.5699","126.8127","1","2022-12-01"
"강서구","C201013(A6043)_방화1동 607-24","37.5666","126.8131","2","2022-12-01"
"강서구","C201015[경찰방범]_방화1동 608-40","37.5666","126.8147","1","2022-12-01"
"강서구","C201016[경찰방범]_방화1동 611-174","37.5643","126.8128","1","2022-12-01"
"강서구","C201017(A8034)_방화1동 272-57","37.5718","126.8179","1","2022-12-01"
"강서구","C201017_방화1동 272-57(방화대로42길 18)(보조1)","37.5718","126.8179","1","2022-12-01"
"강서구","C201018(A8035)_방화1동 281-25 (양천로24길15)","37.5726","126.8156","2","2022-12-01"
"강서구","C201019(A8036)_방화1동 494-5 복지경로당 뒤 (양천로7길11-4)","37.5736","126.8078","2","2022-12-01"
"강서구","C201020(A8037)_방화1동 281-60 (양천로24가길9)","37.5729","126.8152","2","2022-12-01"
"강서구","C201021_방화1동 609-141","37.5650","126.8134","1","2022-12-01"
"강서구","C201021_방화1동 609-141 - 카메라 1","37.5650","126.8134","1","2022-12-01"
"강서구","C201022_방화동 485-3 - 카메라 1","37.5741","126.8099","1","2022-12-01"
"강서구","C201022_방화동 485-3(보조1) (12시 방화월드메르디앙아파트 101동)","37.5741","126.8099","1","2022-12-01"
"강서구","C201023_방화1동 249-183","37.5673","126.8134","1","2022-12-01"
"강서구","C201023_방화1동 249-183_보조1","37.5673","126.8134","1","2022-12-01"
"강서구","C201023_방화1동 249-183_보조2","37.5673","126.8134","1","2022-12-01"
"강서구","C201024_방화1동 857","37.5717","126.8225","1","2022-12-01"
"강서구","C201024_방화1동 857(보조1) (7시 강서기동대)","37.5717","126.8225","1","2022-12-01"
"강서구","C201024_방화동 857 - 카메라 1","37.5717","126.8225","1","2022-12-01"
"강서구","C201024_방화동 857(보조1) - 카메라 1","37.5717","126.8225","1","2022-12-01"
"강서구","C201025_방화동 607-143(고정1) (5시 방화동로12가길24 방향)","37.5663","126.8141","1","2022-12-01"
"강서구","C201025_방화동 607-143(고정2) (9시 금성교회)","37.5663","126.8141","1","2022-12-01"
"강서구","C201026_방화동 249-156(공항교회 뒤)(고정1) (6시 방화동로12길 연결)","37.5672","126.8141","1","2022-12-01"
"강서구","C201027_방화동 499-1 개화초등학교 옆(고정1) (6시 개화초등학교정문)","37.5735","126.8051","1","2022-12-01"
"강서구","C201027_방화동 499-1 개화초등학교 옆(고정1) - 카메라 1","37.5734","126.8051","1","2022-12-01"
"강서구","C201028_방화1동 251-27","37.5696","126.8150","1","2022-12-01"
"강서구","C201028_방화1동 251-27(보조1) (3시 신동아아파트)","37.5696","126.8150","1","2022-12-01"
"강서구","C201028_방화1동 251-27(보조2) (9시 방화대로 35길 30-1 막다른길)","37.5696","126.8150","1","2022-12-01"
"강서구","C201029_방화1동 611-16","37.5643","126.8121","1","2022-12-01"
"강서구","C201029_방화1동 611-16(보조1) (10시 방화대로21다길 1-21 막다른길)","37.5643","126.8121","1","2022-12-01"
"강서구","C201030_방화1동 574-35(고정1) (6시 삼성꽃마을아파트)","37.5730","126.8136","1","2022-12-01"
"강서구","C201030_방화1동 574-35(고정2) (9시 양천로 연결)","37.5730","126.8136","1","2022-12-01"
"강서구","C201030_방화1동 574-35(고정3) (3시 양천로24가길 연결)","37.5730","126.8136","1","2022-12-01"
"강서구","C201031_방화1동 451-14(고정1)","37.5741","126.8123","1","2022-12-01"
"강서구","C201032_공항동 18(고정1) (9시 방화1동 611-174 방향)","37.5644","126.8136","1","2022-12-01"
"강서구","C201032_공항동 18(고정2) (6시 방화대로23길 49-14 방향)","37.5644","126.8136","1","2022-12-01"
"강서구","C201032_공항동 18(고정3) (3시 공항동 2-5 방향)","37.5644","126.8136","1","2022-12-01"
"강서구","C201033_방화1동 251-16(고정1) (3시 방화대로방향 막힌길)","37.5691","126.8154","1","2022-12-01"
"강서구","C201033_방화1동 251-16(고정2) (9시 방화1동 249-10 방향)","37.5691","126.8154","1","2022-12-01"
"강서구","C201034_방화1동 184-19(고정1) (11시 방화대로34길 34방향 막힌길)","37.5704","126.8197","1","2022-12-01"
"강서구","C201035_방화1동 201-1(고정1) (3시 신안아파트)","37.5685","126.8226","1","2022-12-01"
"강서구","C201035_방화1동 201-1(고정2) (12시 마곡 한솔 솔파크아파트)","37.5685","126.8226","1","2022-12-01"
"강서구","C201035_방화1동 201-1(고정3) (5시 마곡중앙5로 연결)","37.5685","126.8226","1","2022-12-01"
"강서구","C201036_방화1동 189-22(고정1) (2시 삼성아파트)","37.5722","126.8204","1","2022-12-01"
"강서구","C201036_방화1동 189-22(고정2) (8시 도레미어린이공원)","37.5722","126.8204","1","2022-12-01"
"강서구","C201037_방화1동 266-33(고정1) (9시-11시 양천로24가길 연결)","37.5723","126.8146","1","2022-12-01"
"강서구","C201037_방화1동 266-33(고정2) (2시-5시 양천로24길 연결)","37.5723","126.8146","1","2022-12-01"
"강서구","C201041_방화1동 247-113(고정1) (3시 신방화역 1번출구)","37.5676","126.8151","1","2022-12-01"
"강서구","C201041_방화1동 247-113(고정2) (9시 성원빌딩)","37.5676","126.8151","1","2022-12-01"
"강서구","C201042_방화1동 607-97(고정1) (11시 수호포교원)","37.5657","126.8147","1","2022-12-01"
"강서구","C201043_방화1동 493-25(고정1) (9시 마루빌)","37.5735","126.8078","1","2022-12-01"
"강서구","C201044_방화1동 217-57(고정1)","37.5667","126.8152","1","2022-12-01"
"강서구","C201045_방화1동 260-9 쌈지공원(고정1)","37.5710","126.8154","1","2022-12-01"
"강서구","C201045_방화1동 260-9 쌈지공원(고정2)","37.5710","126.8154","1","2022-12-01"
"강서구","C201046_방화1동 492-6(고정1)","37.5739","126.8078","1","2022-12-01"
"강서구","C201046_방화1동 492-6(고정2)","37.5739","126.8078","1","2022-12-01"
"강서구","C201047_방화1동 453-23(고정1)","37.5749","126.8109","1","2022-12-01"
"강서구","C201047_방화1동 453-23(고정2)","37.5749","126.8109","1","2022-12-01"
"강서구","C201047_방화1동 453-23(고정3)","37.5749","126.8109","1","2022-12-01"
"강서구","C201048_방화1동 609-81(고정1)","37.5662","126.8133","1","2022-12-01"
"강서구","C201048_방화1동 609-81(고정2)","37.5662","126.8133","1","2022-12-01"
"강서구","C201048_방화1동 609-81(고정3)","37.5662","126.8133","1","2022-12-01"
"강서구","C201050_방화1동 249-153(고정1)","37.5688","126.8129","1","2022-12-01"
"강서구","C201050_방화1동 249-153(고정2)","37.5688","126.8129","1","2022-12-01"
"강서구","C201051_방화1동 245-15(고정1)","37.5695","126.8156","1","2022-12-01"
"강서구","C201051_방화1동 245-15(고정2)","37.5695","126.8156","1","2022-12-01"
"강서구","C201052_방화1동 247-34(고정1)","37.5679","126.8144","1","2022-12-01"
"강서구","C201052_방화1동 247-34(고정2)","37.5679","126.8144","1","2022-12-01"
"강서구","C201052_방화1동 247-34(고정3)","37.5679","126.8144","1","2022-12-01"
"강서구","C201052_방화1동 247-34(고정4)","37.5679","126.8144","1","2022-12-01"
"강서구","C201053_방화1동 247-176(고정1)","37.5684","126.8161","1","2022-12-01"
"강서구","C201054_방화동 187-1_고정1","37.5710","126.8212","1","2022-12-01"
"강서구","C201054_방화동 187-1_고정2","37.5710","126.8212","1","2022-12-01"
"강서구","C201054_방화동 187-1_고정3","37.5703","126.8197","1","2022-12-01"
"강서구","C201054_방화동 187-1_고정4","37.5703","126.8197","1","2022-12-01"
"강서구","C201055_방화동 598-6_고정1","37.5676","126.8127","1","2022-12-01"
"강서구","C201055_방화동 598-6_고정2","37.5676","126.8127","1","2022-12-01"
"강서구","C201055_방화동 598-6_고정3","37.5676","126.8127","1","2022-12-01"
"강서구","C201056_방화동 249-194_고정1","37.5672","126.8143","1","2022-12-01"
"강서구","C201056_방화동 249-194_고정2","37.5672","126.8143","1","2022-12-01"
"강서구","C201056_방화동 249-194_고정3","37.5672","126.8143","1","2022-12-01"
"강서구","C201057_방화1동 180-7(고정1)","37.5731","126.8177","1","2022-12-01"
"강서구","C201057_방화1동 180-7(고정2)","37.5731","126.8177","1","2022-12-01"
"강서구","C201057_방화1동 180-7(고정3)","37.5731","126.8177","1","2022-12-01"
"강서구","C201057_방화1동 180-7_PTZ","37.5731","126.8177","1","2022-12-01"
"강서구","C201058_방화동 500-8(고정1)","37.5727","126.8047","1","2022-12-01"
"강서구","C211001(A1058)_방화2동 583-25","37.5699","126.8104","2","2022-12-01"
"강서구","C211002(A1059)_방화2동 592-44","37.5687","126.8105","2","2022-12-01"
"강서구","C211002(A1059)_방화2동 592-44(보조1) 9시 미라벨하우스","37.5687","126.8105","1","2022-12-01"
"강서구","C211003(A1060)_방화2동 605-8","37.5665","126.8109","2","2022-12-01"
"강서구","C211003(A1060)_방화2동 605-8(보조1) (10시 현대빌라)","37.5665","126.8109","1","2022-12-01"
"강서구","C211004(A1061)_방화2동 614-225","37.5654","126.8107","1","2022-12-01"
"강서구","C211004(A1061)_방화2동614-225(보조1) (5시 공항성산교회)","37.5655","126.8107","1","2022-12-01"
"강서구","C211005_방화2동 615-79","37.5653","126.8088","1","2022-12-01"
"강서구","C211005_방화2동 615-79","37.5654","126.8088","1","2022-12-01"
"강서구","C211005_방화2동 615-79(보조1)동산슈퍼방향","37.5654","126.8088","1","2022-12-01"
"강서구","C211006(A1063)_방화2동  646-101(보조1)개화동로23길50방향","37.5667","126.8076","1","2022-12-01"
"강서구","C211006(A1063)_방화2동 646-101","37.5667","126.8076","1","2022-12-01"
"강서구","C211007_개화동 241-12","37.5876","126.8026","2","2022-12-01"
"강서구","C211008(A2004)_개화동 418-194","37.5802","126.8000","2","2022-12-01"
"강서구","C211008(A2004)_개화동 418-194(보조1) (11시 개화동로7길 9-5)","37.5802","126.8000","1","2022-12-01"
"강서구","C211009(A2005)_개화동 461-34","37.5787","126.8019","1","2022-12-01"
"강서구","C211009(A2005)_개화동 461-34(보조1) (5시 개화동로 13길 23-6)","37.5787","126.8019","1","2022-12-01"
"강서구","C211010(A2023)_방화2동 615-40","37.5645","126.8082","2","2022-12-01"
"강서구","C211010(A2023)_방화2동 615-40(보조1)노른자고시텔방향","37.5645","126.8082","1","2022-12-01"
"강서구","C211010(A2023)_방화2동 615-40(보조2)서울중앙교회방향","37.5645","126.8082","1","2022-12-01"
"강서구","C211011(A4045)_방화2동 547-11","37.5693","126.8087","2","2022-12-01"
"강서구","C211012(A4046)_방화2동 557-17","37.5722","126.8089","2","2022-12-01"
"강서구","C211014[경찰방범]_방화2동 612-172","37.5638","126.8098","1","2022-12-01"
"강서구","C211015(A8025)_개화동 451-22(개화동로9길15)","37.5792","126.8011","2","2022-12-01"
"강서구","C211016(A8026)_개화동 460-3 (개화동로13길)","37.5796","126.8029","1","2022-12-01"
"강서구","C211016(A8026)_개화동 460-3 (개화동로13길)","37.5799","126.8032","3","2022-12-01"
"강서구","C211017(A8027)_개화동 463-78 (개화동로13길42)","37.5786","126.8029","2","2022-12-01"
"강서구","C211018_방화2동 605-21 (금낭화로5길7) - 카메라 1","37.5667","126.8113","1","2022-12-01"
"강서구","C211019(A8039)_방화2동 587-31 (금낭화로5길48)","37.5666","126.8095","2","2022-12-01"
"강서구","C211020_방화2동 614-18 공항시장역 2번출구 주변(방화동로41)","37.5645","126.8112","2","2022-12-01"
"강서구","C211020_방화2동 614-18 공항시장역 2번출구 주변(방화동로41)(보조1)","37.5645","126.8112","1","2022-12-01"
"강서구","C211021_개화동 246-10 - 카메라 1","37.5887","126.8024","1","2022-12-01"
"강서구","C211022_방화2동 620-29 - 카메라 1","37.5629","126.8085","1","2022-12-01"
"강서구","C211022_방화2동 620-29(보조1) - 카메라 1","37.5629","126.8085","1","2022-12-01"
"강서구","C211022_방화2동 620-29(보조1)개화동로31길38방향","37.5629","126.8085","1","2022-12-01"
"강서구","C211022_방화2동 620-29(보조2)공항타워펠리스오피스텔3방향","37.5629","126.8085","1","2022-12-01"
"강서구","C211024_개화동 227 - 카메라 1","37.5870","126.8015","1","2022-12-01"
"강서구","C211024_개화동 227(보조1) (3시 개화길7)","37.5870","126.8015","1","2022-12-01"
"강서구","C211025_방화2동 553-22","37.5708","126.8095","1","2022-12-01"
"강서구","C211025_방화2동 553-22(보조1)도시개발공사12단지아파트방향","37.5708","126.8095","1","2022-12-01"
"강서구","C211026_방화2동 564-62(고정1)","37.5712","126.8111","1","2022-12-01"
"강서구","C211027_방화2동 596-15","37.5683","126.8110","1","2022-12-01"
"강서구","C211028_방화2동 606-18","37.5659","126.8108","1","2022-12-01"
"강서구","C211028_방화2동 606-18(보조1) 7시","37.5659","126.8108","1","2022-12-01"
"강서구","C211028_방화2동 606-18(보조2)","37.5659","126.8108","1","2022-12-01"
"강서구","C211029_방화2동 612-231","37.5640","126.8101","1","2022-12-01"
"강서구","C211030_방화2동 564-28","37.5709","126.8110","3","2022-12-01"
"강서구","C211030_방화2동 564-28(보조1)현대맨션방향","37.5709","126.8110","1","2022-12-01"
"강서구","C211031_방화2동 593-58(고정1)서울에덴교회방향","37.5695","126.8109","1","2022-12-01"
"강서구","C211031_방화2동 593-58(고정2)해담어린이집방향","37.5695","126.8109","1","2022-12-01"
"강서구","C211032_방화2동 588-5(고정1)금낭화로5길27방향","37.5670","126.8090","1","2022-12-01"
"강서구","C211032_방화2동 588-5(고정2)에벤에셀교회","37.5670","126.8090","1","2022-12-01"
"강서구","C211033_방화2동 598-18(고정1)서울양평교회방향","37.5673","126.8127","1","2022-12-01"
"강서구","C211033_방화2동 598-18(고정2)관음사방향","37.5673","126.8127","1","2022-12-01"
"강서구","C211034_방화2동 559-5(고정1)개화주유소방향","37.5724","126.8102","2","2022-12-01"
"강서구","C211034_방화2동 559-5(고정2)무지개어린이집방향","37.5724","126.8102","1","2022-12-01"
"강서구","C211034_방화2동 559-5(고정3)방화프라자약국방","37.5724","126.8102","1","2022-12-01"
"강서구","C211035_개화동 452-70(고정1) (7시 개화역)","37.5804","126.8005","1","2022-12-01"
"강서구","C211035_개화동 452-70(고정2) (11시 개화동교회)","37.5804","126.8005","1","2022-12-01"
"강서구","C211035_개화동 452-70(고정3) (1시)","37.5804","126.8005","1","2022-12-01"
"강서구","C211036_개화동 418-142(고정1) (7시 개화동로)","37.5811","126.7997","1","2022-12-01"
"강서구","C211036_개화동 418-142(고정2) (5시 내촌공원)","37.5811","126.7997","1","2022-12-01"
"강서구","C211036_개화동 418-142(고정3) (11시 개화동교회)","37.5811","126.7997","1","2022-12-01"
"강서구","C211037_개화동 421-60(고정1) (9시 개화동로)","37.5822","126.7991","1","2022-12-01"
"강서구","C211037_개화동 421-60(고정2) (12시 신대부속공원)","37.5822","126.7991","1","2022-12-01"
"강서구","C211037_개화동 421-60(고정3) (6시 경동미르웰)","37.5822","126.7991","1","2022-12-01"
"강서구","C211038_개화동 산81-13 개화산 호국공원(고정1)","37.5812","126.8044","1","2022-12-01"
"강서구","C211038_개화동 산81-13 개화산 호국공원(고정2)","37.5812","126.8044","1","2022-12-01"
"강서구","C211039_방화2동 564-94(고정1)유맥스방향","37.5716","126.8101","1","2022-12-01"
"강서구","C211040_방화동 645-42(고정1)에어포트주유소방향","37.5660","126.8072","1","2022-12-01"
"강서구","C211040_방화동 645-42(고정2)형제아파트방향","37.5660","126.8072","1","2022-12-01"
"강서구","C211041_방화2동 648-30(고정1)원광택시방향","37.5668","126.8066","1","2022-12-01"
"강서구","C211041_방화2동 648-30(고정2)민들레공원방향","37.5668","126.8066","1","2022-12-01"
"강서구","C211041_방화2동 648-30(고정3)방화2동경로당방향","37.5668","126.8066","1","2022-12-01"
"강서구","C211042_방화2동 617-22(고정1)방화동로3길52방향","37.5647","126.8076","1","2022-12-01"
"강서구","C211042_방화2동 617-22(고정2)방화빌라방향","37.5647","126.8076","1","2022-12-01"
"강서구","C211043_방화2동(개화동)463-42(고정1)개화동로13길13방향","37.5795","126.8017","1","2022-12-01"
"강서구","C211044_방화2동(개화동) 560-20(고정1 )(1시)","37.5760","126.8023","1","2022-12-01"
"강서구","C211044_방화2동(개화동) 560-20(고정2)(5시)","37.5760","126.8023","1","2022-12-01"
"강서구","C211044_방화2동(개화동) 560-20(고정3)(11시)","37.5760","126.8023","1","2022-12-01"
"강서구","C211045_방화2동 564-27(고정1)금낭화로11길3-13방향","37.5709","126.8112","1","2022-12-01"
"강서구","C211046_방화2동 648-57(고정1)방화2경로당방향","37.5670","126.8073","1","2022-12-01"
"강서구","C211046_방화2동 648-57(고정2)잼잼어린이집방향","37.5670","126.8073","1","2022-12-01"
"강서구","C211047_방화2동 645-19(고정1)개화동로23길6-11방향","37.5667","126.8062","1","2022-12-01"
"강서구","C211047_방화2동 645-19(고정2)신광빌딩방향","37.5667","126.8062","1","2022-12-01"
"강서구","C211048_방화2동 596-10(고정1)장재민정형외과의원방향","37.5684","126.8108","1","2022-12-01"
"강서구","C211049_개화동 246-13(고정1)","37.5888","126.8019","1","2022-12-01"
"강서구","C211049_방화2동(개화동) 246-13(고정2)개화길84방향","37.5888","126.8019","1","2022-12-01"
"강서구","C211051_방화2동 646-55(고정1)성문중앙교회방향","37.5660","126.8092","1","2022-12-01"
"강서구","C211052_방화2동 620-134(고정1)서울떡집방향","37.5630","126.8095","1","2022-12-01"
"강서구","C211053_방화2동 580-130(고정1)","37.5691","126.8128","1","2022-12-01"
"강서구","C211053_방화2동 580-130(고정2)","37.5691","126.8128","1","2022-12-01"
"강서구","C211054_방화2동 614-137(고정1)","37.5646","126.8086","1","2022-12-01"
"강서구","C211055_방화2동 606-71(고정1)","37.5663","126.8110","1","2022-12-01"
"강서구","C211055_방화2동 606-71(고정2)","37.5663","126.8110","1","2022-12-01"
"강서구","C211055_방화2동 606-71(고정3)","37.5663","126.8113","1","2022-12-01"
"강서구","C211055_방화2동 606-71(고정4)","37.5663","126.8113","1","2022-12-01"
"강서구","C211056_방화2동 620-38(고정1)","37.5630","126.8082","1","2022-12-01"
"강서구","C211057_방화2동(개화동) 460(고정1) (5시)","37.5797","126.8021","1","2022-12-01"
"강서구","C211057_방화2동(개화동) 460(고정2) (7시)","37.5797","126.8021","1","2022-12-01"
"강서구","C211057_방화2동(개화동) 466-27(고정1) (5시)","37.5781","126.8019","1","2022-12-01"
"강서구","C211057_방화2동(개화동) 466-27(고정2) (11시)","37.5781","126.8019","1","2022-12-01"
"강서구","C211058_방화2동 580-25(고정1)","37.5709","126.8123","1","2022-12-01"
"강서구","C211058_방화2동 580-25(보조2)","37.5709","126.8123","1","2022-12-01"
"강서구","C211058_방화2동 580-25(보조3)","37.5709","126.8123","1","2022-12-01"
"강서구","C211059_방화2동 131-7(고정1)","37.5780","126.8181","1","2022-12-01"
"강서구","C211059_방화2동 131-7(고정2)","37.5780","126.8182","1","2022-12-01"
"강서구","C211060_방화2동 620-75(고정1)","37.5632","126.8089","1","2022-12-01"
"강서구","C211060_방화2동 620-75(고정1)","37.5633","126.8089","1","2022-12-01"
"강서구","C211062_방화2동 648-25(고정1)","37.5679","126.8062","1","2022-12-01"
"강서구","C211062_방화2동 648-25(고정2)","37.5679","126.8061","1","2022-12-01"
"강서구","C211062_방화2동 648-25(고정3)","37.5679","126.8061","1","2022-12-01"
"강서구","C211063_방화2동 612-52(고정1)","37.5637","126.8082","1","2022-12-01"
"강서구","C211064_방화2동 603-26(고정1) - 12시 북향","37.5671","126.8105","1","2022-12-01"
"강서구","C211064_방화2동 603-26(고정2) - 6시 남향","37.5671","126.8106","1","2022-12-01"
"강서구","C211064_방화2동 603-26(고정3) - 9시 골목 방향","37.5671","126.8106","1","2022-12-01"
"강서구","C211065_개화동 산81-13(고정1)","37.5803","126.8033","1","2022-12-01"
"강서구","C211065_개화동 산81-13(고정2)","37.5803","126.8033","1","2022-12-01"
"강서구","C211066_방화2동 612-254(고정1)","37.5649","126.8098","1","2022-12-01"
"강서구","C211066_방화2동 612-254(고정2)","37.5649","126.8098","1","2022-12-01"
"강서구","C211067_방화2동 845(고정1)","37.5727","126.8052","1","2022-12-01"
"강서구","C211068_방화2동 598-16(고정1)","37.5668","126.8122","1","2022-12-01"
"강서구","C211068_방화2동 598-16(고정2)","37.5668","126.8122","1","2022-12-01"
"강서구","C211069_방화2동 587-44(고정1)","37.5661","126.8093","1","2022-12-01"
"강서구","C211069_방화2동 587-44(고정2)","37.5661","126.8093","1","2022-12-01"
"강서구","C211070_방화2동 536-1(고정1)","37.5726","126.8084","1","2022-12-01"
"강서구","C211070_방화2동 536-1(고정2)","37.5726","126.8084","1","2022-12-01"
"강서구","C211070_방화2동 536-1(고정3)","37.5726","126.8084","1","2022-12-01"
"강서구","C211071_방화2동 614-76(고정1)","37.5642","126.8101","1","2022-12-01"
"강서구","C211072_방화2동 612-120(고정1)","37.5638","126.8090","1","2022-12-01"
"강서구","C211072_방화2동 612-120(고정2)","37.5638","126.8090","1","2022-12-01"
"강서구","C211073_방화2동 606-15(고정1)","37.5655","126.8117","1","2022-12-01"
"강서구","C211073_방화2동 606-15(고정2)","37.5655","126.8117","1","2022-12-01"
"강서구","C211073_방화2동 606-15(고정3)","37.5655","126.8117","1","2022-12-01"
"강서구","C211074_방화2동 615-71(고정1)","37.5655","126.8084","1","2022-12-01"
"강서구","C211075_개화동 244-16(고정1)(5시)","37.5881","126.8023","1","2022-12-01"
"강서구","C211075_개화동 244-16(고정2)(9시)","37.5881","126.8023","1","2022-12-01"
"강서구","C211076_개화동 620-8(고정1)(3시)","37.5878","126.8017","1","2022-12-01"
"강서구","C211076_개화동 620-8(고정2)(12시)","37.5878","126.8017","1","2022-12-01"
"강서구","C211076_개화동 620-8(고정3)(6시)","37.5878","126.8017","1","2022-12-01"
"강서구","C211077_개화동 230-17(고정1)(1시)","37.5865","126.8017","1","2022-12-01"
"강서구","C211077_개화동 230-17(고정2)(4시)","37.5865","126.8017","1","2022-12-01"
"강서구","C211078_개화동 224-3(고정1)(7시)","37.5868","126.8012","1","2022-12-01"
"강서구","C211078_개화동 224-3(고정2)(5시)","37.5868","126.8012","1","2022-12-01"
"강서구","C211078_방화2동(개화동) 230-20(분기고정1)(1시)","37.5864","126.8021","1","2022-12-01"
"강서구","C211079_개화동 361(고정1)(1시)","37.5845","126.8002","1","2022-12-01"
"강서구","C211079_개화동 361(고정2)(3시)","37.5845","126.8002","1","2022-12-01"
"강서구","C211079_개화동 361(고정3)(6시)","37.5845","126.8002","1","2022-12-01"
"강서구","C211080_방화2동(개화동)374-20(고정1)(3시)","37.5835","126.7993","1","2022-12-01"
"강서구","C211080_방화2동(개화동)374-20(고정2)(1시)","37.5835","126.7993","1","2022-12-01"
"강서구","C211081_개화동 373-64(고정1)(12시)","37.5832","126.7986","1","2022-12-01"
"강서구","C211081_개화동 373-64(고정2)(6시)","37.5832","126.7986","1","2022-12-01"
"강서구","C211082_개화동 423-16(고정1)(12시)","37.5822","126.7987","1","2022-12-01"
"강서구","C211082_개화동 423-16(고정2)(6시)","37.5822","126.7987","1","2022-12-01"
"강서구","C211083_개화동 421-87(고정1)","37.5805","126.7992","1","2022-12-01"
"강서구","C211084_개화동 418-219(고정1)(11시)","37.5800","126.7996","1","2022-12-01"
"강서구","C211084_개화동 418-219(고정2)(5시)","37.5800","126.7996","1","2022-12-01"
"강서구","C211085_개화동 452-101(고정1)(5시)","37.5804","126.8007","1","2022-12-01"
"강서구","C211086_개화동 460-54(고정1)(11시)","37.5793","126.8014","1","2022-12-01"
"강서구","C211086_개화동 460-54(고정2)(5시)","37.5793","126.8014","1","2022-12-01"
"강서구","C211087_개화동 448-5(고정1)(11시)","37.5789","126.8003","1","2022-12-01"
"강서구","C211087_개화동 448-5(고정2)(2시)","37.5789","126.8003","1","2022-12-01"
"강서구","C211087_개화동 448-5(고정3)(5시)","37.5789","126.8003","1","2022-12-01"
"강서구","C211088_개화동 477-27(고정1)(5시)","37.5791","126.8007","1","2022-12-01"
"강서구","C211088_개화동 477-27(고정2)(1시)","37.5791","126.8007","1","2022-12-01"
"강서구","C211089_개화동 474-73(고정1)(7시)","37.5780","126.8014","1","2022-12-01"
"강서구","C211089_개화동 474-73(고정2)(11시)","37.5780","126.8014","1","2022-12-01"
"강서구","C211090_개화동 552-24(고정1)(11시)","37.5774","126.8018","1","2022-12-01"
"강서구","C211090_개화동 552-24(고정2)(5시)","37.5774","126.8018","1","2022-12-01"
"강서구","C211090_개화동 552-24(고정3)(2시)","37.5774","126.8018","1","2022-12-01"
"강서구","C211091_개화동 471-16(고정1)(11시)","37.5777","126.8025","1","2022-12-01"
"강서구","C211091_개화동 471-16(고정2)(2시)","37.5777","126.8025","1","2022-12-01"
"강서구","C211091_개화동 471-16(고정3)(5시)","37.5777","126.8025","1","2022-12-01"
"강서구","C211092_개화동 556-56(고정1)","37.5766","126.8019","1","2022-12-01"
"강서구","C211093_개화동 558-93(고정1)(11시)","37.5770","126.8025","1","2022-12-01"
"강서구","C211093_개화동 558-93(고정2)(8시)","37.5770","126.8025","1","2022-12-01"
"강서구","C211093_개화동 558-93(고정3)(5시)","37.5770","126.8025","1","2022-12-01"
"강서구","C211094_개화동 559-62(고정1)(5시)","37.5761","126.8027","1","2022-12-01"
"강서구","C211094_개화동 559-62(고정2)(11시)","37.5761","126.8027","1","2022-12-01"
"강서구","C211095_개화길 고속도로 아래(고정1)(7시)","37.5860","126.7999","1","2022-12-01"
"강서구","C211095_개화길 고속도로 아래(고정2)(1시)","37.5860","126.7999","1","2022-12-01"
